Token;Label;AA_Correction;AA_Quaero;CF_Correction;CF_Quaero;CKP_Correction;CKP_Quaero;DN_Correction;DN_Quaero;LM_Correction;LM_Quaero;MB_Correction;MB_Quaero
loge;;;;;;;;;;;;;
et;;;;;;;;;;;;;
se;;;;;;;;;;;;;
déshabilla;;;;;;;;;;;;;
bien;;;;;;;;;;;;;
vite;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Cette;;;;;;;;;;;;;
loge;;;;;;;;;;;;;
0;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
partageait;;;;;;;;;;;;;
avec;;;;;;;;;;;;;
deux;;;;;;;;;;;;;
camarades;;;;;;;;;;;;;
0;;;;;;;;;;;;;
était;;;;;;;;;;;;;
un;;;;;;;;;;;;;
cabinet;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
fenêtre;;;;;;;;;;;;;
0;;;;;;;;;;;;;
bas;;;;;;;;;;;;;
de;;;;;;;;;;;;;
plafond;;;;;;;;;;;;;
0;;;;;;;;;;;;;
éclairé;;;;;;;;;;;;;
au;;;;;;;;;;;;;
schiste;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Deux;;;;;;;;;;;;;
ou;;;;;;;;;;;;;
trois;;;;;;;;;;;;;
chaises;;;;;;;;;;;;;
de;;;;;;;;;;;;;
paille;;;;;;;;;;;;;
formaient;;;;;;;;;;;;;
l';;;;;;;;;;;;;
ameublement;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Le;;;;;;;;;;;;;
long;;;;;;;;;;;;;
du;;;;;;;;;;;;;
mur;;;;;;;;;;;;;
pendaient;;;;;;;;;;;;;
des;;;;;;;;;;;;;
fragments;;;;;;;;;;;;;
de;;;;;;;;;;;;;
glace;;;;;;;;;;;;;
0;;;;;;;;;;;;;
des;;;;;;;;;;;;;
perruques;;;;;;;;;;;;;
défrisées;;;;;;;;;;;;;
0;;;;;;;;;;;;;
des;;;;;;;;;;;;;
guenilles;;;;;;;;;;;;;
à;;;;;;;;;;;;;
paillettes;;;;;;;;;;;;;
0;;;;;;;;;;;;;
velours;;;;;;;;;;;;;
fanés;;;;;;;;;;;;;
0;;;;;;;;;;;;;
dorures;;;;;;;;;;;;;
éteintes;;;;;;;;;;;;;
";";;;;;;;;;;;;;
à;;;;;;;;;;;;;
terre;;;;;;;;;;;;;
0;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
un;;;;;;;;;;;;;
coin;;;;;;;;;;;;;
0;;;;;;;;;;;;;
des;;;;;;;;;;;;;
pots;;;;;;;;;;;;;
de;;;;;;;;;;;;;
rouge;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
couvercle;;;;;;;;;;;;;
0;;;;;;;;;;;;;
des;;;;;;;;;;;;;
houppes;;;;;;;;;;;;;
à;;;;;;;;;;;;;
poudre;;;;;;;;;;;;;
de;;;;;;;;;;;;;
riz;;;;;;;;;;;;;
toutes;;;;;;;;;;;;;
déplumées;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Le;;;;;;;;;;;;;
petit;;;;;;;;;;;;;
Chose;PER;;;;;;;;;;;;
était;;;;;;;;;;;;;
là;;;;;;;;;;;;;
depuis;;;;;;;;;;;;;
un;;;;;;;;;;;;;
moment;;;;;;;;;;;;;
0;;;;;;;;;;;;;
en;;;;;;;;;;;;;
train;;;;;;;;;;;;;
de;;;;;;;;;;;;;
se;;;;;;;;;;;;;
désaffubler;;;;;;;;;;;;;
quand;;;;;;;;;;;;;
il;;;;;;;;;;;;;
entendit;;;;;;;;;;;;;
un;;;;;;;;;;;;;
machiniste;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
l';;;;;;;;;;;;;
appelait;;;;;;;;;;;;;
d';;;;;;;;;;;;;
en;;;;;;;;;;;;;
bas;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Monsieur;;;;;;;;;;;;;
Daniel;PER;;;;;;;;;;;;
!;;;;;;;;;;;;;
monsieur;;;;;;;;;;;;;
Daniel;PER;;;;;;;;;;;;
!;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
sortit;;;;;;;;;;;;;
de;;;;;;;;;;;;;
sa;;;;;;;;;;;;;
loge;;;;;;;;;;;;;
et;;;;;;;;;;;;;
0;;;;;;;;;;;;;
penché;;;;;;;;;;;;;
sur;;;;;;;;;;;;;
le;;;;;;;;;;;;;
bois;;;;;;;;;;;;;
humide;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
rampe;;;;;;;;;;;;;
0;;;;;;;;;;;;;
demanda;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Qu';;;;;;;;;;;;;
y;;;;;;;;;;;;;
a;;;;;;;;;;;;;
-t;;;;;;;;;;;;;
-il;;;;;;;;;;;;;
?;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Puis;;;;;;;;;;;;;
0;;;;;;;;;;;;;
voyant;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
on;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
répondait;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
descendit;;;;;;;;;;;;;
0;;;;;;;;;;;;;
tel;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
était;;;;;;;;;;;;;
0;;;;;;;;;;;;;
à;;;;;;;;;;;;;
peine;;;;;;;;;;;;;
vêtu;;;;;;;;;;;;;
0;;;;;;;;;;;;;
barbouillé;;;;;;;;;;;;;
de;;;;;;;;;;;;;
blanc;;;;;;;;;;;;;
et;;;;;;;;;;;;;
de;;;;;;;;;;;;;
rouge;;;;;;;;;;;;;
0;;;;;;;;;;;;;
avec;;;;;;;;;;;;;
sa;;;;;;;;;;;;;
grande;;;;;;;;;;;;;
perruque;;;;;;;;;;;;;
jaune;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
tombait;;;;;;;;;;;;;
sur;;;;;;;;;;;;;
les;;;;;;;;;;;;;
yeux;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Au;;;;;;;;;;;;;
bas;;;;;;;;;;;;;
de;;;;;;;;;;;;;
l';;;;;;;;;;;;;
escalier;;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
se;;;;;;;;;;;;;
heurta;;;;;;;;;;;;;
contre;;;;;;;;;;;;;
quelqu';;;;;;;;;;;;;
un;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
«;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
!;;;;;;;;;;;;;
»;;;;;;;;;;;;;
cria;;;;;;;;;;;;;
-t;;;;;;;;;;;;;
-il;;;;;;;;;;;;;
en;;;;;;;;;;;;;
reculant;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
C';;;;;;;;;;;;;
était;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
...;;;;;;;;;;;;;
Ils;;;;;;;;;;;;;
se;;;;;;;;;;;;;
regardèrent;;;;;;;;;;;;;
un;;;;;;;;;;;;;
moment;;;;;;;;;;;;;
0;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
parler;;;;;;;;;;;;;
.;;;;;;;;;;;;;
À;;;;;;;;;;;;;
la;;;;;;;;;;;;;
fin;;;;;;;;;;;;;
0;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
joignit;;;;;;;;;;;;;
les;;;;;;;;;;;;;
mains;;;;;;;;;;;;;
et;;;;;;;;;;;;;
murmura;;;;;;;;;;;;;
d';;;;;;;;;;;;;
une;;;;;;;;;;;;;
voix;;;;;;;;;;;;;
douce;;;;;;;;;;;;;
0;;;;;;;;;;;;;
pleine;;;;;;;;;;;;;
de;;;;;;;;;;;;;
larmes;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Oh;;;;;;;;;;;;;
!;;;;;;;;;;;;;
Daniel;;;;;;;;;;;;;
!;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Ce;;;;;;;;;;;;;
fut;;;;;;;;;;;;;
assez;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Le;;;;;;;;;;;;;
petit;;;;;;;;;;;;;
Chose;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
remué;;;;;;;;;;;;;
jusqu';;;;;;;;;;;;;
au;;;;;;;;;;;;;
fond;;;;;;;;;;;;;
des;;;;;;;;;;;;;
entrailles;;;;;;;;;;;;;
0;;;;;;;;;;;;;
regarda;;;;;;;;;;;;;
autour;;;;;;;;;;;;;
de;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
comme;;;;;;;;;;;;;
un;;;;;;;;;;;;;
enfant;;;;;;;;;;;;;
craintif;;;;;;;;;;;;;
et;;;;;;;;;;;;;
dit;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
bas;;;;;;;;;;;;;
0;;;;;;;;;;;;;
si;;;;;;;;;;;;;
bas;;;;;;;;;;;;;
que;;;;;;;;;;;;;
son;;;;;;;;;;;;;
frère;;;;;;;;;;;;;
put;;;;;;;;;;;;;
à;;;;;;;;;;;;;
peine;;;;;;;;;;;;;
l';;;;;;;;;;;;;
entendre;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Emmène;;;;;;;;;;;;;
-moi;;;;;;;;;;;;;
d';;;;;;;;;;;;;
ici;;;;;;;;;;;;;
0;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
.;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
tressaillit;;;;;;;;;;;;;
";";;;;;;;;;;;;;
et;;;;;;;;;;;;;
le;;;;;;;;;;;;;
prenant;;;;;;;;;;;;;
par;;;;;;;;;;;;;
la;;;;;;;;;;;;;
main;;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
l';;;;;;;;;;;;;
entraîna;;;;;;;;;;;;;
dehors;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Un;;;;;;;;;;;;;
fiacre;;;;;;;;;;;;;
attendait;;;;;;;;;;;;;
à;;;;;;;;;;;;;
la;;;;;;;;;;;;;
porte;;;;;;;;;;;;;
";";;;;;;;;;;;;;
ils;;;;;;;;;;;;;
y;;;;;;;;;;;;;
montèrent;;;;;;;;;;;;;
.;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Rue;LOC;;;;;;;;;;;;
des;LOC;;;;;;;;;;;;
Dames;LOC;;;;;;;;;;;;
0;;;;;;;;;;;;;
aux;;;;;;;;;;;;;
Batignolles;LOC;;;;;;;;;;;;
!;;;;;;;;;;;;;
»;;;;;;;;;;;;;
cria;;;;;;;;;;;;;
la;;;;;;;;;;;;;
mère;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
.;;;;;;;;;;;;;
«;;;;;;;;;;;;;
C';;;;;;;;;;;;;
est;;;;;;;;;;;;;
mon;;;;;;;;;;;;;
quartier;;;;;;;;;;;;;
!;;;;;;;;;;;;;
»;;;;;;;;;;;;;
répondit;;;;;;;;;;;;;
le;;;;;;;;;;;;;
cocher;;;;;;;;;;;;;
d';;;;;;;;;;;;;
une;;;;;;;;;;;;;
voix;;;;;;;;;;;;;
joyeuse;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
la;;;;;;;;;;;;;
voiture;;;;;;;;;;;;;
s';;;;;;;;;;;;;
ébranla;;;;;;;;;;;;;
0;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
était;;;;;;;;;;;;;
à;;;;;;;;;;;;;
Paris;LOC;;;;;;;;;;;;
depuis;;;;;;;;;;;;;
deux;;;;;;;;;;;;;
jours;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
arrivait;;;;;;;;;;;;;
de;;;;;;;;;;;;;
Palerme;LOC;;;;;;;;;;;;
0;;;;;;;;;;;;;
où;;;;;;;;;;;;;
une;;;;;;;;;;;;;
lettre;;;;;;;;;;;;;
de;;;;;;;;;;;;;
Pierrotte;LOC;;;;;;;;;;;;
--;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
courait;;;;;;;;;;;;;
après;;;;;;;;;;;;;
depuis;;;;;;;;;;;;;
trois;;;;;;;;;;;;;
mois;;;;;;;;;;;;;
--;;;;;;;;;;;;;
l';;;;;;;;;;;;;
avait;;;;;;;;;;;;;
enfin;;;;;;;;;;;;;
découvert;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Cette;;;;;;;;;;;;;
lettre;;;;;;;;;;;;;
0;;;;;;;;;;;;;
courte;;;;;;;;;;;;;
et;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
phrases;;;;;;;;;;;;;
0;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
apprenait;;;;;;;;;;;;;
la;;;;;;;;;;;;;
disparition;;;;;;;;;;;;;
de;;;;;;;;;;;;;
Daniel;PER;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
En;;;;;;;;;;;;;
la;;;;;;;;;;;;;
lisant;;;;;;;;;;;;;
0;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
devina;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
se;;;;;;;;;;;;;
dit;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
L';;;;;;;;;;;;;
enfant;;;;;;;;;;;;;
fait;;;;;;;;;;;;;
des;;;;;;;;;;;;;
bêtises;;;;;;;;;;;;;
...;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
faut;;;;;;;;;;;;;
que;;;;;;;;;;;;;
j';;;;;;;;;;;;;
y;;;;;;;;;;;;;
aille;;;;;;;;;;;;;
.;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Et;;;;;;;;;;;;;
sur;;;;;;;;;;;;;
le;;;;;;;;;;;;;
champ;;;;;;;;;;;;;
il;;;;;;;;;;;;;
demanda;;;;;;;;;;;;;
un;;;;;;;;;;;;;
congé;;;;;;;;;;;;;
au;;;;;;;;;;;;;
marquis;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
«;;;;;;;;;;;;;
Un;;;;;;;;;;;;;
congé;;;;;;;;;;;;;
!;;;;;;;;;;;;;
fit;;;;;;;;;;;;;
le;;;;;;;;;;;;;
bonhomme;;;;;;;;;;;;;
en;;;;;;;;;;;;;
bondissant;;;;;;;;;;;;;
...;;;;;;;;;;;;;
Etes;;;;;;;;;;;;;
-vous;;;;;;;;;;;;;
fou;;;;;;;;;;;;;
?;;;;;;;;;;;;;
...;;;;;;;;;;;;;
Et;;;;;;;;;;;;;
mes;;;;;;;;;;;;;
mémoires;;;;;;;;;;;;;
?;;;;;;;;;;;;;
...;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
–;;;;;;;;;;;;;
Rien;;;;;;;;;;;;;
que;;;;;;;;;;;;;
huit;;;;;;;;;;;;;
jours;;;;;;;;;;;;;
0;;;;;;;;;;;;;
monsieur;;;;;;;;;;;;;
le;;;;;;;;;;;;;
marquis;;;;;;;;;;;;;
0;;;;;;;;;;;;;
le;;;;;;;;;;;;;
temps;;;;;;;;;;;;;
d';;;;;;;;;;;;;
aller;;;;;;;;;;;;;
et;;;;;;;;;;;;;
de;;;;;;;;;;;;;
revenir;;;;;;;;;;;;;
";";;;;;;;;;;;;;
il;;;;;;;;;;;;;
y;;;;;;;;;;;;;
va;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
vie;;;;;;;;;;;;;
de;;;;;;;;;;;;;
mon;;;;;;;;;;;;;
frère;;;;;;;;;;;;;
.;;;;;;;;;;;;;
--;;;;;;;;;;;;;
Je;;;;;;;;;;;;;
me;;;;;;;;;;;;;
moque;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
mal;;;;;;;;;;;;;
de;;;;;;;;;;;;;
votre;;;;;;;;;;;;;
frère;;;;;;;;;;;;;
...;;;;;;;;;;;;;
Est;LOC;;;;;;;;;;;;
-ce;;;;;;;;;;;;;
que;;;;;;;;;;;;;
vous;;;;;;;;;;;;;
n';;;;;;;;;;;;;
étiez;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
prévenu;;;;;;;;;;;;;
0;;;;;;;;;;;;;
en;;;;;;;;;;;;;
entrant;;;;;;;;;;;;;
?;;;;;;;;;;;;;
Avez;;;;;;;;;;;;;
-vous;;;;;;;;;;;;;
oublié;;;;;;;;;;;;;
nos;;;;;;;;;;;;;
conventions;;;;;;;;;;;;;
?;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
–;;;;;;;;;;;;;
Non;;;;;;;;;;;;;
0;;;;;;;;;;;;;
monsieur;;;;;;;;;;;;;
le;;;;;;;;;;;;;
marquis;;;;;;;;;;;;;
0;;;;;;;;;;;;;
mais;;;;;;;;;;;;;
...;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
–;;;;;;;;;;;;;
Pas;;;;;;;;;;;;;
de;;;;;;;;;;;;;
mais;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
tienne;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
en;;;;;;;;;;;;;
sera;;;;;;;;;;;;;
de;;;;;;;;;;;;;
vous;;;;;;;;;;;;;
comme;;;;;;;;;;;;;
des;;;;;;;;;;;;;
autres;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Si;;;;;;;;;;;;;
vous;;;;;;;;;;;;;
quittez;;;;;;;;;;;;;
votre;;;;;;;;;;;;;
place;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
huit;;;;;;;;;;;;;
jours;;;;;;;;;;;;;
0;;;;;;;;;;;;;
vous;;;;;;;;;;;;;
n';;;;;;;;;;;;;
y;;;;;;;;;;;;;
rentrerez;;;;;;;;;;;;;
jamais;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Réfléchissez;;;;;;;;;;;;;
là;;;;;;;;;;;;;
0;;;;;;;;;;;;;
dessus;;;;;;;;;;;;;
0;;;;;;;;;;;;;
je;;;;;;;;;;;;;
vous;;;;;;;;;;;;;
prie;;;;;;;;;;;;;
...;;;;;;;;;;;;;
et;;;;;;;;;;;;;
tenez;;;;;;;;;;;;;
!;;;;;;;;;;;;;
pendant;;;;;;;;;;;;;
que;;;;;;;;;;;;;
vous;;;;;;;;;;;;;
faites;;;;;;;;;;;;;
vos;;;;;;;;;;;;;
réflexions;;;;;;;;;;;;;
0;;;;;;;;;;;;;
mettez;;;;;;;;;;;;;
-vous;;;;;;;;;;;;;
là;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Je;;;;;;;;;;;;;
vais;;;;;;;;;;;;;
dicter;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
–;;;;;;;;;;;;;
C';;;;;;;;;;;;;
est;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
réfléchi;;;;;;;;;;;;;
0;;;;;;;;;;;;;
monsieur;;;;;;;;;;;;;
le;;;;;;;;;;;;;
marquis;;;;;;;;;;;;;
0;;;;;;;;;;;;;
Je;MISC;;;;;;;;;;;;
m';MISC;;;;;;;;;;;;
en;MISC;;;;;;;;;;;;
vais;MISC;;;;;;;;;;;;
.;;;;;;;;;;;;;
--;;;;;;;;;;;;;
Allez;MISC;;;;;;;;;;;;
au;MISC;;;;;;;;;;;;
diable;MISC;;;;;;;;;;;;
.;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Sur;;;;;;;;;;;;;
quoi;;;;;;;;;;;;;
l';;;;;;;;;;;;;
intraitable;;;;;;;;;;;;;
vieillard;;;;;;;;;;;;;
prit;;;;;;;;;;;;;
son;;;;;;;;;;;;;
chapeau;;;;;;;;;;;;;
et;;;;;;;;;;;;;
se;;;;;;;;;;;;;
rendit;;;;;;;;;;;;;
au;;;;;;;;;;;;;
consulat;;;;;;;;;;;;;
français;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
s';;;;;;;;;;;;;
informer;;;;;;;;;;;;;
d';;;;;;;;;;;;;
un;;;;;;;;;;;;;
nouveau;;;;;;;;;;;;;
secrétaire;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
partit;;;;;;;;;;;;;
le;;;;;;;;;;;;;
soir;;;;;;;;;;;;;
même;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
En;;;;;;;;;;;;;
arrivant;;;;;;;;;;;;;
à;;;;;;;;;;;;;
Paris;LOC;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
courut;;;;;;;;;;;;;
rue;LOC;;;;;;;;;;;;
Bonaparte;LOC;;;;;;;;;;;;
.;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Mon;;;;;;;;;;;;;
frère;;;;;;;;;;;;;
est;;;;;;;;;;;;;
là;;;;;;;;;;;;;
0;;;;;;;;;;;;;
haut;;;;;;;;;;;;;
?;;;;;;;;;;;;;
»;;;;;;;;;;;;;
cria;;;;;;;;;;;;;
-t;;;;;;;;;;;;;
-il;;;;;;;;;;;;;
au;;;;;;;;;;;;;
portier;;;;;;;;;;;;;
qui;;;;;;;;;;;;;
fumait;;;;;;;;;;;;;
sa;;;;;;;;;;;;;
pipe;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
la;;;;;;;;;;;;;
cour;;;;;;;;;;;;;
0;;;;;;;;;;;;;
à;;;;;;;;;;;;;
califourchon;LOC;;;;;;;;;;;;
sur;;;;;;;;;;;;;
la;;;;;;;;;;;;;
fontaine;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Le;;;;;;;;;;;;;
portier;;;;;;;;;;;;;
se;;;;;;;;;;;;;
mit;;;;;;;;;;;;;
à;;;;;;;;;;;;;
rire;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
y;;;;;;;;;;;;;
a;;;;;;;;;;;;;
beau;;;;;;;;;;;;;
temps;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
court;;;;;;;;;;;;;
»;;;;;;;;;;;;;
0;;;;;;;;;;;;;
dit;;;;;;;;;;;;;
-il;;;;;;;;;;;;;
sournoisement;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Il;;;;;;;;;;;;;
voulait;;;;;;;;;;;;;
faire;;;;;;;;;;;;;
le;;;;;;;;;;;;;
discret;;;;;;;;;;;;;
0;;;;;;;;;;;;;
mais;;;;;;;;;;;;;
une;;;;;;;;;;;;;
pièce;;;;;;;;;;;;;
de;;;;;;;;;;;;;
cent;;;;;;;;;;;;;
sous;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
desserra;;;;;;;;;;;;;
les;;;;;;;;;;;;;
dents;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Alors;;;;;;;;;;;;;
il;;;;;;;;;;;;;
raconta;;;;;;;;;;;;;
que;;;;;;;;;;;;;
depuis;;;;;;;;;;;;;
longtemps;;;;;;;;;;;;;
le;;;;;;;;;;;;;
petit;;;;;;;;;;;;;
du;;;;;;;;;;;;;
cinquième;;;;;;;;;;;;;
et;;;;;;;;;;;;;
la;;;;;;;;;;;;;
dame;;;;;;;;;;;;;
du;;;;;;;;;;;;;
premier;;;;;;;;;;;;;
avaient;;;;;;;;;;;;;
disparu;;;;;;;;;;;;;
0;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
ils;;;;;;;;;;;;;
se;;;;;;;;;;;;;
cachaient;;;;;;;;;;;;;
on;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
sait;;;;;;;;;;;;;
où;;;;;;;;;;;;;
0;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
quelque;;;;;;;;;;;;;
coin;;;;;;;;;;;;;
de;;;;;;;;;;;;;
Paris;LOC;;;;;;;;;;;;
mais;;;;;;;;;;;;;
ensemble;;;;;;;;;;;;;
!;;;;;;;;;;;;;
coup;;;;;;;;;;;;;
sûr;;;;;;;;;;;;;
0;;;;;;;;;;;;;
car;;;;;;;;;;;;;
la;;;;;;;;;;;;;
Négresse;LOC;;;;;;;;;;;;
Coucou;LOC;;;;;;;;;;;;
0;;;;;;;;;;;;;
Blanc;;;;;;;;;;;;;
venait;;;;;;;;;;;;;
tous;;;;;;;;;;;;;
les;;;;;;;;;;;;;
mois;;;;;;;;;;;;;
voir;;;;;;;;;;;;;
s';;;;;;;;;;;;;
il;;;;;;;;;;;;;
n';;;;;;;;;;;;;
y;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
rien;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
eux;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
ajouta;;;;;;;;;;;;;
que;;;;;;;;;;;;;
M.;PER;;;;;;;;;;;;
Daniel;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
en;;;;;;;;;;;;;
partant;;;;;;;;;;;;;
0;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
oublié;;;;;;;;;;;;;
de;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
donner;;;;;;;;;;;;;
congé;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
on;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
devait;;;;;;;;;;;;;
les;;;;;;;;;;;;;
loyers;;;;;;;;;;;;;
des;;;;;;;;;;;;;
quatre;;;;;;;;;;;;;
derniers;;;;;;;;;;;;;
mois;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
parler;;;;;;;;;;;;;
d';;;;;;;;;;;;;
autres;;;;;;;;;;;;;
menues;;;;;;;;;;;;;
dettes;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
«;;;;;;;;;;;;;
C';;;;;;;;;;;;;
est;;;;;;;;;;;;;
bien;;;;;;;;;;;;;
0;;;;;;;;;;;;;
dit;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
sera;;;;;;;;;;;;;
payé;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Et;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
perdre;;;;;;;;;;;;;
une;;;;;;;;;;;;;
minute;;;;;;;;;;;;;
0;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
prendre;;;;;;;;;;;;;
seulement;;;;;;;;;;;;;
le;;;;;;;;;;;;;
temps;;;;;;;;;;;;;
de;;;;;;;;;;;;;
secouer;;;;;;;;;;;;;
la;;;;;;;;;;;;;
poussière;;;;;;;;;;;;;
du;;;;;;;;;;;;;
voyage;;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
se;;;;;;;;;;;;;
mit;;;;;;;;;;;;;
à;;;;;;;;;;;;;
la;;;;;;;;;;;;;
recherche;;;;;;;;;;;;;
de;;;;;;;;;;;;;
son;;;;;;;;;;;;;
enfant;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Il;;;;;;;;;;;;;
alla;;;;;;;;;;;;;
d';;;;;;;;;;;;;
abord;;;;;;;;;;;;;
chez;;;;;;;;;;;;;
l';;;;;;;;;;;;;
